,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH
16,0,1,H,12240,1,306583.500766,2403346.964297,306566.240702,2403389.196937,1,306574.870734,2403368.080617,45.623521,2.753617,HO
17,0,1,H,12241,1,306639.375071,2403210.248617,306588.211359,2403335.438089,1,306613.793215,2403272.843353,135.241005,2.753617,HO
18,0,1,H,12242,1,306639.375071,2403210.248617,306726.281055,2403241.647721,1,306682.828063,2403225.948169,92.404295,1.224091,HV
19,0,1,H,12243,1,306769.627519,2403261.040393,306810.876031,2403282.256489,1,306790.251775,2403271.648441,46.384938,1.095736,HO
20,0,1,H,12244,1,306826.659039,2403289.810761,306851.094079,2403301.506153,1,306838.876559,2403295.658457,27.089728,1.124389,HO
63,0,2,H,11555,1,307842.440736,2402547.246184,307866.62464,2402547.248392,1,307854.532688,2402547.247288,24.183904,1.570705,HV
64,0,2,H,11556,0,307866.62464,2402547.248392,307883.124352,2402544.745864,1,307874.874496,2402545.997128,16.688413,1.72132,HV
65,0,2,H,11585,1,307842.440736,2402547.246184,307839.93632,2402562.49684,1,307841.188528,2402554.871512,15.454922,2.978828,HP
66,0,2,H,11586,1,307839.93632,2402562.49684,307836.369504,2402573.012456,1,307838.152912,2402567.754648,11.104069,2.814578,HP
67,0,2,H,11600,1,307836.261856,2402574.504168,307835.704512,2402575.538536,1,307835.983184,2402575.021352,1.174968,2.647369,HO
68,0,2,H,11601,1,307835.704512,2402575.538536,307833.370048,2402586.668008,1,307834.53728,2402581.103272,11.37167,2.934835,HP
69,0,2,H,11602,1,307833.370048,2402586.668008,307832.250272,2402592.004136,1,307832.81016,2402589.336072,5.452354,2.934746,HP
70,0,2,H,11603,1,307832.250272,2402592.004136,307828.469088,2402603.498728,1,307830.35968,2402597.751432,12.100537,2.823789,HP
73,0,2,H,11667,1,307879.466656,2402658.25044,307854.032544,2402674.884776,1,307866.7496,2402666.567608,30.390709,2.14999,HO
74,0,2,H,11668,1,307145.407999,2402678.998728,307172.343679,2402667.751528,1,307158.875839,2402673.375128,29.189559,1.966346,HO
75,0,2,H,11669,1,307846.13392,2402680.241288,307852.989344,2402675.570952,1,307849.561632,2402677.90612,8.295112,2.168835,HO
76,0,2,H,11670,1,307852.989344,2402675.570952,307854.032544,2402674.884776,1,307853.510944,2402675.227864,1.248641,2.152608,HO
79,0,2,H,11689,1,307033.374751,2402739.497672,307095.001279,2402704.752168,1,307064.188015,2402722.12492,70.746583,2.084179,HO
80,0,2,H,11690,1,307095.001279,2402704.752168,307145.407999,2402678.998728,1,307120.204639,2402691.875448,56.604568,2.043136,HO
81,0,2,H,11715,1,307033.374751,2402739.497672,306976.313279,2402773.006216,1,307004.844015,2402756.251944,66.17276,2.101778,HO
82,0,2,H,11716,1,306976.313279,2402773.006216,306963.930175,2402778.975784,1,306970.121727,2402775.991,13.746891,2.02,HO
87,0,2,H,11794,1,306973.657023,2402876.265033,306976.093183,2402869.501929,1,306974.875103,2402872.883481,7.188494,2.795848,HP
88,0,2,H,11802,1,306967.719615,2402892.752809,306972.396767,2402879.765641,1,306970.058191,2402886.259225,13.803705,2.795916,HP
89,0,2,H,11803,1,306972.396767,2402879.765641,306973.570975,2402876.504905,1,306972.983871,2402878.135273,3.465713,2.795944,HP
90,0,2,H,11804,1,306973.570975,2402876.504905,306973.657023,2402876.265033,1,306973.613999,2402876.384969,0.254839,2.797167,HP
91,0,2,H,11825,1,306960.744735,2402938.330825,306984.563231,2402865.253801,1,306972.653983,2402901.792313,76.860732,2.826514,HP
92,0,2,H,11826,1,306984.563231,2402865.253801,306986.625567,2402835.498601,1,306985.594399,2402850.376201,29.826585,3.072393,HP
94,0,2,H,11854,1,306948.598719,2402961.505225,306952.842303,2402964.498985,1,306950.720511,2402963.002105,5.193323,0.956403,HO
95,0,2,H,11855,1,306952.842303,2402964.498985,306954.904799,2402956.249129,1,306953.873551,2402960.374057,8.503765,2.89661,HP
96,0,2,H,11856,1,306954.904799,2402956.249129,306960.744735,2402938.330825,1,306957.824767,2402947.289977,18.845967,2.826529,HP
99,0,2,H,11976,1,307206.938175,2403042.996297,307346.594591,2403144.497129,1,307276.766383,2403093.746713,172.645108,0.942316,HO
100,0,2,H,12005,1,307448.868319,2403192.118793,307449.814271,2403189.994729,1,307449.341295,2403191.056761,2.325182,2.722612,HO
101,0,2,H,12006,1,307449.814271,2403189.994729,307465.186143,2403161.506857,1,307457.500207,2403175.750793,32.370562,2.646774,HO
102,0,2,H,12020,1,307619.156287,2403195.247561,307646.779487,2403212.256393,1,307632.967887,2403203.751977,32.439814,1.01888,HO
103,0,2,H,12021,1,307646.779487,2403212.256393,307656.156959,2403223.751017,1,307651.468223,2403218.003705,14.834533,0.684309,HO
104,0,2,H,12054,1,307168.782591,2403206.000009,307300.092767,2403246.245385,1,307234.437679,2403226.122697,137.339188,1.273395,HV
105,0,2,H,12060,1,307428.625823,2403251.497641,307439.281855,2403213.245673,1,307433.953839,2403232.371657,39.708489,2.869906,HP
106,0,2,H,12061,1,307439.281855,2403213.245673,307448.868319,2403192.118793,1,307444.075087,2403202.682233,23.200115,2.715619,HO
107,0,2,H,12112,1,307391.061247,2403343.497609,307399.407519,2403315.998121,1,307395.234383,2403329.747865,28.738164,2.846922,HP
109,0,2,H,12546,1,307419.248287,2402710.499496,307423.716959,2402689.50372,1,307421.482623,2402700.001608,21.466058,2.931885,HP
110,0,2,H,12547,1,307423.716959,2402689.50372,307425.532031,2402655.005672,1,307424.624495,2402672.254696,34.545764,3.089027,HP
111,0,2,H,12548,1,307425.532031,2402655.005672,307428.168479,2402641.07588,1,307426.850255,2402648.040776,14.177093,2.954538,HP
112,0,2,H,12549,1,307172.343679,2402667.751528,307208.093119,2402653.245256,1,307190.218399,2402660.498392,38.580492,1.956272,HO
113,0,2,H,12550,1,307208.093119,2402653.245256,307234.619647,2402637.223432,1,307221.356383,2402645.234344,30.989604,2.114146,HO
114,0,2,H,12551,1,307234.619647,2402637.223432,307252.779807,2402626.254856,1,307243.699727,2402631.739144,21.215586,2.114145,HO
115,0,2,H,12552,1,307252.779807,2402626.254856,307262.442687,2402619.037096,1,307257.611247,2402622.645976,12.060983,2.212347,HO
116,0,2,H,12553,1,307262.442687,2402619.037096,307275.219519,2402609.493416,1,307268.831103,2402614.265256,15.947704,2.212344,HO
117,0,2,H,12554,1,307275.219519,2402609.493416,307279.726847,2402600.214472,1,307277.473183,2402604.853944,10.315755,2.689403,HO
118,0,2,H,12555,1,307279.726847,2402600.214472,307295.376735,2402567.996744,1,307287.551791,2402584.105608,35.817607,2.689407,HO
119,0,2,H,12556,0,307295.376735,2402567.996744,307314.530047,2402530.996072,1,307304.953391,2402549.496408,41.664122,2.663927,HO
120,0,2,H,14699,1,306963.45,2403357.595308,307007.717663,2403199.743625,1,306985.583832,2403278.669467,163.941391,2.868178,HP
315,0,3,H,11569,0,308461.687264,2402537.499848,308475.657088,2402547.248392,0,308468.672176,2402542.37412,17.034967,0.961529,HO
316,0,3,H,11570,1,308475.657088,2402547.248392,308492.624224,2402547.248392,1,308484.140656,2402547.248392,16.967136,1.570796,HV
317,0,3,H,11571,0,308492.624224,2402547.248392,308505.219072,2402541.748488,0,308498.921648,2402544.49844,13.743331,1.982517,HO
318,0,3,H,11582,0,308590.907648,2402540.2498,308596.654976,2402558.495592,1,308593.781312,2402549.372696,19.129577,0.305156,HP
319,0,3,H,11583,1,308596.654976,2402558.495592,308595.156288,2402572.754472,1,308595.905632,2402565.625032,14.337424,3.036872,HP
320,0,3,H,11584,0,308595.156288,2402572.754472,308648.532992,2402540.2498,1,308621.84464,2402556.502136,62.49501,2.117783,HO
323,0,3,H,11587,1,307945.685824,2402570.251912,307962.281824,2402585.50036,1,307953.983824,2402577.876136,22.537577,0.82769,HO
324,0,3,H,11588,1,307962.281824,2402585.50036,307975.000384,2402584.249064,1,307968.641104,2402584.874712,12.779965,1.668864,HV
325,0,3,H,11589,1,307975.000384,2402584.249064,307997.90752,2402567.749352,1,307986.453952,2402575.999208,28.230788,2.195008,HO
326,0,3,H,11590,0,307997.90752,2402567.749352,308025.874368,2402542.241672,1,308011.890944,2402554.995512,37.852164,2.310239,HO
327,0,3,H,11597,1,307953.248416,2402598.246728,307982.562752,2402585.50036,1,307967.905584,2402591.873544,31.96561,1.980952,HO
328,0,3,H,11598,1,307982.562752,2402585.50036,308008.123488,2402566.250696,1,307995.34312,2402575.875528,31.99845,2.216275,HO
329,0,3,H,11599,0,308008.123488,2402566.250696,308025.874368,2402542.241672,1,308016.998928,2402554.246184,29.858449,2.504948,HO
334,0,3,H,11608,1,308761.844801,2402598.755304,308777.904417,2402633.006024,1,308769.874609,2402615.880664,37.828866,0.438446,HO
335,0,3,H,11620,1,308904.718657,2402569.757128,308913.779681,2402584.743848,1,308909.249169,2402577.250488,17.512965,0.543798,HO
336,0,3,H,11621,0,308913.779681,2402584.743848,308924.875841,2402597.998824,1,308919.327761,2402591.371336,17.286386,0.696976,HO
337,0,3,H,11646,1,308595.156288,2402572.754472,308600.779872,2402589.501576,1,308597.96808,2402581.128024,17.666075,0.323964,HP
338,0,3,H,11647,1,308600.779872,2402589.501576,308600.779872,2402614.745928,1,308600.779872,2402602.123752,25.244352,0.0,HP
339,0,3,H,11648,1,308600.779872,2402614.745928,308606.37616,2402634.243016,1,308603.578016,2402624.494472,20.284351,0.279517,HP
340,0,3,H,11649,1,308606.37616,2402634.243016,308611.999744,2402661.000328,1,308609.187952,2402647.621672,27.341881,0.207155,HP
341,0,3,H,11655,0,308578.312832,2402515.00548,308588.157696,2402549.998344,0,308583.235264,2402532.501912,36.351367,0.27425,HP
342,0,3,H,11656,1,308588.157696,2402549.998344,308586.686432,2402571.255784,1,308587.422064,2402560.627064,21.308294,3.072491,HP
343,0,3,H,11657,1,308586.686432,2402571.255784,308589.532704,2402588.25028,1,308588.109568,2402579.753032,17.231197,0.165942,HP
344,0,3,H,11658,1,308589.532704,2402588.25028,308593.781312,2402596.500136,1,308591.657008,2402592.375208,9.27959,0.475569,HO
345,0,3,H,11659,1,308593.781312,2402596.500136,308592.282624,2402616.244616,1,308593.031968,2402606.372376,19.801277,3.065834,HP
346,0,3,H,11660,1,308592.282624,2402616.244616,308605.001184,2402656.999112,1,308598.641904,2402636.621864,42.692982,0.3025,HP
347,0,3,H,11661,1,308605.001184,2402656.999112,308605.00176,2402666.74644,1,308605.001472,2402661.872776,9.747328,5.9e-05,HP
348,0,3,H,11662,1,308796.095521,2402668.24628,308777.904417,2402633.006024,1,308786.999969,2402650.626152,39.658441,0.476525,HO
352,0,3,H,11673,1,308780.472865,2402694.240008,308796.095521,2402668.24628,1,308788.284193,2402681.243144,30.327237,2.600426,HO
353,0,3,H,11679,1,308210.567168,2402712.804392,308292.248768,2402649.244008,1,308251.407968,2402681.0242,103.497856,2.23207,HO
354,0,3,H,11680,1,308576.717792,2402713.49684,308593.904416,2402696.503464,1,308585.311104,2402705.000152,24.169296,2.350541,HO
355,0,3,H,11706,1,308537.803104,2402752.333096,308538.562272,2402751.749,1,308538.182688,2402752.041048,0.957864,2.226592,HO
356,0,3,H,11707,1,308538.562272,2402751.749,308539.320736,2402751.010696,1,308538.941504,2402751.379848,1.058471,2.342726,HO
357,0,3,H,11708,1,308099.779488,2402762.50116,308155.906112,2402734.505512,1,308127.8428,2402748.503336,62.721242,2.033479,HO
358,0,3,H,11709,1,308155.906112,2402734.505512,308165.127104,2402731.205512,1,308160.516608,2402732.855512,9.793707,1.914473,HV
359,0,3,H,11710,1,308165.127104,2402731.205512,308205.501824,2402716.756712,1,308185.314464,2402723.981112,42.882232,1.914463,HV
360,0,3,H,11727,1,308721.626752,2402788.99684,308745.688865,2402751.748744,1,308733.657808,2402770.372792,44.344176,2.568037,HO
361,0,3,H,11728,1,308745.688865,2402751.748744,308774.907073,2402703.500904,1,308760.297969,2402727.624824,56.405299,2.597076,HO
362,0,3,H,11729,1,308774.907073,2402703.500904,308778.084577,2402698.214088,1,308776.495825,2402700.857496,6.168221,2.60042,HO
363,0,3,H,11730,1,308778.084577,2402698.214088,308780.472865,2402694.240008,1,308779.278721,2402696.227048,4.636511,2.600463,HO
364,0,3,H,11736,0,308263.594336,2402502.506984,308279.062816,2402548.74708,0,308271.328576,2402525.627032,48.758798,0.322823,HP
365,0,3,H,11737,1,308279.062816,2402548.74708,308300.15488,2402584.001672,1,308289.608848,2402566.374376,41.082374,0.539153,HO
366,0,3,H,11738,1,308300.15488,2402584.001672,308311.374752,2402602.247464,1,308305.764816,2402593.124568,21.419488,0.551325,HO
367,0,3,H,11739,1,308311.374752,2402602.247464,308340.936736,2402629.004776,1,308326.155744,2402615.62612,39.873107,0.835157,HO
368,0,3,H,11740,1,308340.936736,2402629.004776,308368.876352,2402656.999112,1,308354.906544,2402643.001944,39.551296,0.78442,HO
369,0,3,H,11741,1,308368.876352,2402656.999112,308382.969856,2402675.24484,1,308375.923104,2402666.121976,23.055009,0.657701,HO
370,0,3,H,11742,1,308382.969856,2402675.24484,308392.842112,2402699.004904,1,308387.905984,2402687.124872,25.729401,0.393795,HO
371,0,3,H,11743,1,308392.842112,2402699.004904,308399.937024,2402713.249448,1,308396.389568,2402706.127176,15.913667,0.46211,HO
372,0,3,H,11744,1,308399.937024,2402713.249448,308416.656768,2402748.256616,1,308408.296896,2402730.753032,38.794995,0.445575,HO
373,0,3,H,11745,1,308416.656768,2402748.256616,308429.375296,2402773.501,1,308423.016032,2402760.878808,28.267293,0.466696,HO
374,0,3,H,11746,1,308429.375296,2402773.501,308440.595168,2402788.99684,1,308434.985232,2402781.24892,19.131299,0.62669,HO
375,0,3,H,11747,1,308440.595168,2402788.99684,308470.0608,2402805.743912,1,308455.327984,2402797.370376,33.892298,1.053967,HO
376,0,3,H,11748,1,308470.0608,2402805.743912,308481.280672,2402788.99684,1,308475.670736,2402797.370376,20.158124,2.551313,HO
377,0,3,H,11749,1,308481.280672,2402788.99684,308491.125568,2402769.499784,1,308486.20312,2402779.248312,21.841638,2.673999,HO
