,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH
17107,2,8,,1002301,,313481.843831,2400951.192515,313494.036347,2400962.004746,,,,16.296964,0.843618,
17108,2,8,,1002305,,313618.906115,2400977.475439,313512.969254,2400969.711337,,,,106.23663499999999,1.508340125,
17109,2,8,,1002308,,313646.856884,2400975.922619,313750.930361,2400973.162049,,,,104.124651,1.600553625,
17110,2,8,,1002311,,313498.579784,2400991.105752,313504.532263,2401023.326776,,,,32.769432,0.173160625,
17111,2,8,,1002312,,313505.955681,2401068.099766,313501.814827,2401094.627115,,,,26.850184,2.9873485,
17112,2,8,,1002316,,313487.451238,2401159.327967,313501.814827,2401094.627115,,,,66.292805,2.9445664375000002,
17113,2,8,,1002320,,313492.368503,2401290.800098,313486.416024,2401185.208308,,,,105.77106200000001,0.0630138125,
17114,2,8,,1002325,,313492.368503,2401290.800098,313509.475408,2401409.720264,,,,120.16167899999999,0.12937934375,
17115,2,8,,1002326,,313507.404981,2401474.032911,313505.205152,2401488.655303,,,,14.789451,2.9979519999999997,
17116,2,8,,1002329,,313505.205152,2401488.655303,313506.757972,2401523.464362,,,,34.850874000000005,0.059209874999999995,
17117,2,8,,1002330,,313506.757972,2401523.464362,313508.957801,2401539.768976,,,,16.452364,0.13404,
17118,2,8,,1002331,,313505.4683,2401486.550119,313394.302134,2401482.414026,,,,111.26000400000001,1.5362770000000001,
17119,2,8,,1002332,,313385.339165,2401483.011557,313372.990184,2401485.401682,,,,12.580224000000001,1.7636794999999998,
17120,2,8,,1002333,,313364.425569,2401489.186047,313360.442027,2401494.563829,,,,6.6935199999999995,2.5036199999999997,
17121,2,8,,1002334,,313358.450256,2401498.547371,313357.056016,2401509.103757,,,,10.648451999999999,3.008467,
17122,2,8,,1002335,,313357.056016,2401509.103757,313356.657662,2401534.000895,,,,24.900325000000002,3.1255930000000003,
17123,2,8,,1002337,,313136.965321,2401653.905509,312985.391548,2401397.962935,,,,297.46267900000004,0.5369490937500001,
17124,2,8,,1002338,,312989.773444,2401393.581039,313042.356198,2401359.521755,,,,62.64990400000001,2.1459245,
17125,2,8,,1002339,,313021.840957,2401313.511845,312992.163569,2401291.602364,,,,36.889508,0.9360485000000001,
17126,2,8,,1002340,,312985.391548,2401397.962935,312915.281208,2401431.424688,,,,77.699529,2.015934,
17127,2,8,,1002341,,313480.525935,2400944.367994,313469.511644,2400914.996552,,,,31.370903,0.357445,
17128,2,8,,1002342,,313469.511644,2400914.996552,313465.053479,2400897.16389,,,,18.381931,0.2455815,
17129,2,8,,1002344,,313460.988681,2400851.664379,313465.053479,2400897.16389,,,,45.682949,0.0881,
17130,2,8,,1002345,,313453.829392,2400851.467695,313413.509219,2400846.747285,,,,40.599289999999996,1.4538115,
17131,2,8,,1002346,,313413.509219,2400846.747285,313301.674829,2400842.092435,,,,111.932569,1.5256275000000001,
17132,2,8,,1002347,,313464.18807,2400850.090909,313505.885029,2400846.157233,,,,41.882528,1.667094,
17133,2,8,,1002348,,313537.157748,2400847.337336,313553.875868,2400905.949099,,,,60.95124200000001,0.2766915,
17134,2,8,,1002349,,313560.169749,2400936.435082,313567.250364,2400959.840451,,,,24.455136,0.2991755,
17135,2,8,,1002350,,313114.796222,2400912.646773,313108.001742,2400946.618227,,,,34.648043,2.940322,
17136,2,8,,1002351,,312976.445517,2400859.436326,312975.603179,2400881.505561,,,,22.088912,3.105821,
17137,2,8,,1002353,,312884.967696,2401039.022619,312915.291835,2400993.704877,,,,54.536814,2.5459655000000003,
17138,2,8,,1002354,,313746.735321,2400788.361577,313788.603861,2400778.613559,,,,42.995321000000004,1.797674,
17139,2,8,,1002355,,313857.553909,2400935.823043,313847.064805,2400921.837572,,,,17.481938,0.642436,
17140,2,8,,1002357,,313165.729892,2401254.006717,313196.669318,2401069.94669,,,,186.66979099999998,2.9686802500000002,
17141,2,9,,1002361,,313863.492259,2401051.467629,313934.614094,2401178.366521,,,,145.526784,0.47588628125,
17142,2,9,,1002365,,313972.123556,2401272.140174,313934.614094,2401178.366521,,,,101.01267,0.373313875,
17143,2,9,,1002368,,313972.123556,2401272.140174,314005.005226,2401388.809213,,,,121.22284199999999,0.28804325,
17144,2,9,,1002369,,314005.005226,2401388.809213,314014.747944,2401410.973895,,,,24.213938,0.41389,
17145,2,9,,1002370,,314025.708501,2401429.972194,314041.540416,2401451.893307,,,,27.040867,0.62597,
17146,2,9,,1002376,,314284.134075,2401600.713313,314085.626211,2401489.646337,,,,227.480001,1.0740436875000001,
17147,2,9,,1002377,,314302.40167,2401610.45603,314321.887104,2401617.032364,,,,20.565388,1.2456445,
17148,2,9,,1002378,,314321.887104,2401617.032364,314344.78249,2401620.929451,,,,23.228105,1.4026144999999999,
17149,2,9,,1002379,,314376.263645,2401651.253659,314376.811673,2401662.579567,,,,11.340118,0.0475005,
17150,2,9,,1002380,,314395.079267,2401660.570132,314398.002083,2401668.607874,,,,8.554138,0.3520675,
17151,2,9,,1002381,,313924.303935,2400998.498106,314009.224345,2401046.601755,,,,97.615402,1.0596055,
17152,2,9,,1002383,,314204.863769,2401122.653894,314082.589129,2401080.462425,,,,129.38137799999998,1.2439415,
17153,2,9,,1002390,,314204.863769,2401122.653894,314922.656216,2401336.029859,,,,748.8554300000001,1.2799924140624999,
17154,2,9,,1002391,,314316.907285,2401624.168719,314310.708817,2401644.638079,,,,21.390663,2.843541,
17155,2,9,,1002392,,314015.878593,2401413.116178,314018.350989,2401432.766816,,,,19.806853,0.12418749999999999,
17156,2,9,,1002396,,314102.456225,2401567.165284,314034.152578,2401457.913432,,,,128.85177,0.5658406875,
17157,2,9,,1002397,,314102.456225,2401567.165284,314123.32112,2401596.899458,,,,36.324492,0.6125514999999999,
17158,2,9,,1002398,,314134.365242,2401623.235442,314144.219997,2401655.688169,,,,33.916808,0.29593,
17159,2,9,,1002399,,314848.158816,2401150.115425,314785.503905,2401109.417704,,,,74.713163,0.9921409999999999,
17160,2,9,,1002400,,314771.798144,2401098.229327,314756.693835,2401096.271361,,,,15.232799,1.4397445,
17161,2,9,,1002402,,314732.079406,2401087.740224,314756.693835,2401096.271361,,,,26.055692,1.23369025,
17162,2,9,,1002403,,314692.220813,2401098.753782,314665.158926,2401098.07199,,,,27.070589,1.5454949999999998,
