,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH
1721,0,3,,1000001,,308843.278421,2402987.965306,308537.47718,2402750.907746,,,,387.043632,0.93888525,
1722,0,4,,1000002,,309082.148941,2403140.280535,309269.633064,2403099.317617,,,,192.386314,1.7679945,
1723,0,4,,1000003,,309263.995734,2403098.565973,309284.356495,2402979.304992,,,,120.986538,2.972499,
1724,0,4,,1000006,,309517.857477,2402708.115683,309778.655787,2402749.441739,,,,264.390484,1.4559933749999998,
1725,0,5,,1000007,,310251.864525,2402687.521584,310234.312395,2402779.670265,,,,93.805419,2.953371,
1726,0,5,,1000009,,310334.261955,2403037.50592,310287.735769,2402992.415727,,,,64.922871,0.81786375,
1727,0,5,,1000011,,310393.999281,2403075.703344,310334.261955,2403037.50592,,,,71.138088,0.9704584999999999,
1728,0,5,,1000012,,310393.999281,2403075.703344,310431.33511,2403116.198359,,,,55.084293,0.746739,
1729,0,5,,1000013,,310431.33511,2403116.198359,310442.535859,2403138.887055,,,,25.313872,0.44642950000000003,
1730,0,5,,1000014,,310442.535859,2403138.887055,310488.610141,2403189.979443,,,,68.80363,0.718241,
1731,0,5,,1000015,,310134.07682,2402816.966275,310179.551288,2402770.364342,,,,65.203599,2.3440250000000002,
1732,0,5,,1000018,,310614.597574,2403320.120307,310633.83675,2403501.69456,,,,182.826071,0.112492125,
1733,0,5,,1000019,,310570.294301,2403597.015765,310478.394533,2403646.69601,,,,104.646866,2.1037265,
1734,0,5,,1000020,,310634.041172,2403215.733432,310726.92522,2403108.826371,,,,141.90686,2.3985125,
1735,0,5,,1000022,,310885.954007,2403169.253316,310756.644944,2403111.064237,,,,141.798459,1.147942,
1736,0,6,,1000026,,310883.405922,2403158.204674,310938.585433,2403311.827984,,,,163.317616,0.33776062500000004,
1737,0,6,,1000027,,311016.926673,2403376.883876,311062.406571,2403428.295934,,,,68.641247,0.72425,
1738,0,6,,1000029,,310892.707453,2403145.476262,310997.961625,2403043.64897,,,,146.52283699999998,2.353416375,
1739,1,1,,1000030,,306772.220905,2401561.073937,306752.136752,2401487.275418,,,,76.53774899999999,0.256355,
1740,1,1,,1000031,,306772.220905,2401561.073937,306834.990452,2401576.047239,,,,64.556737,1.3424459999999998,
1741,1,1,,1000032,,306864.581059,2401591.828896,306900.089788,2401716.109446,,,,129.44577900000002,0.276589,
1742,1,6,,1000033,,311362.485787,2402285.874817,311412.628738,2402315.37067,,,,58.174915999999996,1.039072,
1743,1,6,,1000034,,311616.883488,2402356.829277,311736.316234,2402398.976481,,,,126.688954,1.2342434999999998,
1744,1,6,,1000035,,311820.714412,2402367.402595,311957.878799,2402350.071116,,,,138.510776,1.6778235000000001,
1745,1,7,,1000036,,312234.300425,2402305.843656,312206.722187,2402365.181097,,,,65.499081,2.7274805,
1746,1,7,,1000037,,312466.069326,2401966.482952,312407.382889,2401895.463858,,,,92.175923,0.7021115,
1747,1,7,,1000038,,312385.269159,2401838.053212,312381.807188,2401794.38538,,,,43.914051,0.073697,
1748,1,7,,1000039,,311938.774457,2401690.549584,311900.074769,2401637.337514,,,,65.796582,0.628796,
1749,1,7,,1000040,,312271.427217,2401707.962609,312282.228738,2401584.26481,,,,124.459889,3.044683,
1750,1,7,,1000041,,312582.835596,2402255.607879,312618.573059,2402197.350919,,,,68.377609,2.6074275,
1751,1,7,,1000042,,312618.573059,2402197.350919,312615.635733,2402101.887833,,,,95.510803,0.032487,
1752,1,7,,1000044,,312559.202151,2402030.272558,312608.292419,2402087.201204,,,,75.267443,0.74840425,
1753,2,1,,1000045,,306726.692358,2401153.065725,306769.891117,2401260.414097,,,,116.00009800000001,0.4250615,
1754,2,1,,1000046,,306756.082167,2401382.721939,306752.136752,2401487.275418,,,,104.62856099999999,3.103537,
1755,2,3,,1000048,,308767.419548,2400670.767677,308950.726758,2400652.003947,,,,185.09046800000002,1.6500162500000002,
1756,2,5,,1000050,,309960.566422,2400798.807749,310008.983706,2400807.060695,,,,49.128007,1.38734025,
1757,2,5,,1000053,,309955.064458,2400820.815605,309980.373493,2400885.188585,,,,69.265211,0.402850375,
1758,2,5,,1000054,,309980.373493,2400885.188585,309983.160508,2400913.511707,,,,28.464022,0.09788450000000001,
1759,2,5,,1000055,,310893.494504,2401072.022828,310949.785695,2401157.181295,,,,102.39547,0.562194,
1760,2,5,,1000058,,310919.106936,2401472.494411,310703.088696,2401420.576513,,,,222.796275,1.2878613749999999,
1761,2,5,,1000060,,310235.827612,2401349.622052,310417.540256,2401425.768303,,,,197.67312800000002,1.1437317500000002,
