field_1,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal
"1083","2","7",H,"10822",1,312424.68762,2401473.501383,312437.52986,2401497.756135,1,312431.10874,2401485.628759,27.444783,0.486947,HO,"1","1","0",1
"1088","2","7",H,"12746",1,312580.720708,2401459.484935,312590.936036,2401494.002343,1,312585.828372,2401476.743639,35.997283,0.287734,HP,"1","0","0",
"1089","2","7",H,"12747",1,312547.376932,2401313.756743,312528.25082,2401327.753319,1,312537.813876,2401320.755031,23.70047,2.20255,HO,"1","0","0",
"1090","2","7",H,"12748",1,312499.75418,2401333.991495,312504.092516,2401331.493415,1,312501.923348,2401332.742455,5.006153,2.093243,HO,"1","0","0",
"1091","2","7",H,"12759",1,312632.36906,2401416.115687,312650.73002,2401456.898663,1,312641.54954,2401436.507175,44.725563,0.42303,HO,"0","0","0",
"1092","2","7",H,"12760",1,312793.276452,2401312.948583,312837.716932,2401284.249447,1,312815.496692,2401298.599015,52.901764,2.144205,HO,"0","1","0",
"1094","2","7",H,"12944",1,312774.3137,2401192.454503,312799.062692,2401144.984455,1,312786.688196,2401168.719479,53.53427,2.661003,HO,"0","0","0",
"1095","2","8",H,"10144",0,313405.729573,2400555.940166,313418.782693,2400569.49335,0,313412.256133,2400562.716758,18.816821,0.766605,HO,"1","1","0",
"1096","2","8",H,"10145",0,313418.782693,2400569.49335,313433.907109,2400525.248262,0,313426.344901,2400547.370806,46.758697,2.812212,HP,"1","1","0",
"1097","2","8",H,"10164",1,313067.640997,2400580.343046,313084.253253,2400576.333158,1,313075.947125,2400578.338102,17.089361,1.807647,HV,"1","1","0",
"1098","2","8",H,"10170",1,313418.782693,2400569.49335,313468.281509,2400596.499654,1,313443.532101,2400582.996502,56.386818,1.071341,HO,"1","0","0",
"1099","2","8",H,"10171",0,313468.281509,2400596.499654,313465.655301,2400521.247046,0,313466.968405,2400558.87335,75.29842,0.034884,HP,"0","0","0",
