Landscape,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH
B,"6",,H,"8200","1",310589.217186,2397453.495363,310661.719458,2397440.748323,"1",310625.468322,2397447.121843,73.614309,1.744833,HV
B,"6",,H,"8221","1",310661.719458,2397440.748323,310687.500194,2397478.244996,"1",310674.609826,2397459.49666,45.504361,0.602319,HO
B,"6",,H,"8275","1",310034.468578,2397550.498884,310060.746818,2397537.4753,"1",310047.607698,2397543.987092,29.328478,2.03092,HO
B,"6",,H,"8276","1",310060.746818,2397537.4753,310073.311682,2397531.249348,"1",310067.02925,2397534.362324,14.022777,2.030841,HO
B,"6",,H,"8277","1",310073.311682,2397531.249348,310153.376706,2397507.751076,"1",310113.344194,2397519.500212,83.442057,1.85627,HV
B,"6",,H,"8278","1",310153.376706,2397507.751076,310224.531714,2397492.502628,"1",310188.95421,2397500.126852,72.770532,1.781902,HV
B,"6",,H,"8336","1",310479.341858,2397628.255044,310511.309346,2397619.413252,"1",310495.325602,2397623.834148,33.167719,1.840637,HV
B,"6",,H,"8337","1",310511.309346,2397619.413252,310553.467426,2397607.753252,"1",310532.388386,2397613.583252,43.74082,1.840629,HV
B,"6",,H,"8338","1",310553.467426,2397607.753252,310598.126818,2397609.251908,"1",310575.797122,2397608.50258,44.68453,1.537251,HV
B,"6",,H,"8354","1",310032.784642,2397661.372836,310096.562594,2397637.24618,"1",310064.673618,2397649.309508,68.188875,1.93245,HO
B,"6",,H,"8395","1",309994.374242,2397655.244612,310016.373858,2397694.25306,"1",310005.37405,2397674.748836,44.784396,0.513506,HO
B,"6",,H,"8396","0",310016.373858,2397694.25306,310028.061154,2397726.496004,"0",310022.217506,2397710.374532,34.295777,0.347746,HP
B,"6",,H,"8451","1",310038.821186,2397680.29706,310030.916002,2397662.195396,"1",310034.868594,2397671.246228,19.752523,0.411747,HO
B,"6",,H,"8452","1",310030.916002,2397662.195396,310019.322146,2397644.163236,"1",310025.119074,2397653.179316,21.437731,0.571406,HO
B,"6",,H,"13391","1",309945.23869,2397664.670372,309973.625698,2397655.245668,"1",309959.432194,2397659.95802,29.910655,1.891353,HV
B,"6",,H,"13392","1",309973.625698,2397655.245668,309994.374242,2397655.244612,"1",309983.99997,2397655.24514,20.748544,1.570847,HV
B,"6",,H,"13393","1",309892.28205,2397682.249476,309920.14029,2397673.003204,"1",309906.21117,2397677.62634,29.352599,1.89126,HV
B,"6",,H,"13394","1",309920.14029,2397673.003204,309922.405378,2397672.251204,"1",309921.272834,2397672.627204,2.386656,1.891343,HV
B,"6",,H,"13395","1",309865.126498,2397483.2489,309879.007298,2397501.452548,"1",309872.066898,2397492.350724,22.892125,0.651471,HO
B,"6",,H,"13396","1",309879.007298,2397501.452548,309906.499458,2397537.50602,"1",309892.753378,2397519.479284,45.339516,0.651478,HO
B,"6",,H,"13397","1",309906.499458,2397537.50602,309934.33565,2397523.912484,"1",309920.417554,2397530.709252,30.978021,2.025073,HO
B,"6",,H,"13404","1",309957.297442,2397239.107683,310000.905346,2397216.750883,"1",309979.101394,2397227.929283,49.004855,2.044535,HO
B,"6",,H,"13405","1",310000.905346,2397216.750883,310083.623714,2397194.751651,"1",310042.26453,2397205.751267,85.593777,1.830733,HV
B,"6",,H,"13406","1",309984.959746,2397425.456643,310062.875682,2397392.747875,"1",310023.917714,2397409.102259,84.502998,1.968251,HO
B,"6",,H,"13407","1",310062.875682,2397392.747875,310142.15901,2397371.604163,"1",310102.517346,2397382.176019,82.054267,1.831416,HV
B,"6",,H,"13408","1",309960.662914,2397435.656675,309984.959746,2397425.456643,"1",309972.81133,2397430.556659,26.351028,1.968262,HO
B,"6",,H,"13409","1",310002.270402,2397515.068036,310009.815106,2397512.197572,"1",310006.042754,2397513.632804,8.072306,1.934346,HO
B,"6",,H,"13410","1",310009.815106,2397512.197572,310034.489154,2397502.817348,"1",310022.15213,2397507.50746,26.396917,1.934088,HO
B,"6",,H,"13411","1",310034.489154,2397502.817348,310036.983074,2397501.868196,"1",310035.736114,2397502.342772,2.668431,1.934456,HO
B,"6",,H,"13412","1",310036.983074,2397501.868196,310147.092962,2397459.99802,"1",310092.038018,2397480.933108,117.801949,1.934169,HO
B,"6",,H,"13413","1",310147.092962,2397459.99802,310182.253442,2397446.216931,"1",310164.673202,2397453.107475,37.764769,1.944342,HO
B,"6",,H,"13423","1",310785.04397,2397581.395332,310834.939106,2397554.50026,"1",310809.991538,2397567.947796,56.68218,2.06518,HO
B,"6",,H,"13425","1",310598.126818,2397609.251908,310691.405122,2397605.0033,"1",310644.76597,2397607.127604,93.375011,1.616313,HV
B,"6",,H,"13426","1",310691.405122,2397605.0033,310712.087074,2397600.178244,"1",310701.746098,2397602.590772,21.237333,1.799995,HV
B,"6",,H,"13427","1",310661.719458,2397440.748323,310652.56205,2397395.250403,"1",310657.140754,2397417.999363,46.410331,0.198617,HP
B,"6",,H,"13428","1",310652.56205,2397395.250403,310649.704226,2397389.115523,"1",310651.133138,2397392.182963,6.767859,0.435942,HO
B,"6",,H,"13614","1",309911.091842,2396930.246755,309877.051938,2396758.143587,"1",309894.07189,2396844.195171,175.437212,0.195268,HP
B,"6",,H,"13615","1",310075.99245,2396799.678339,310185.611778,2396776.844835,"1",310130.802114,2396788.261587,111.972166,1.776158,HV
B,"6",,H,"13616","1",310185.611778,2396776.844835,310208.902018,2396772.000067,"1",310197.256898,2396774.422451,23.788801,1.775889,HV
B,"6",,H,"7232","0",311696.032291,2396604.501091,311833.282499,2396634.997955,"1",311764.657395,2396619.749523,140.597576,1.352149,HV
B,"6",,H,"7233","0",311833.282499,2396634.997955,311840.500899,2396553.254723,"0",311836.891699,2396594.126339,82.061326,3.053515,HP
B,"6",,H,"7241","1",311833.282499,2396634.997955,311878.436643,2396645.255587,"1",311855.859571,2396640.126771,46.304597,1.347418,HV
B,"6",,H,"7408","1",311825.967747,2396719.751363,311840.844995,2396695.743427,"1",311833.406371,2396707.747395,28.243822,2.586828,HO
B,"6",,H,"7409","1",311840.844995,2396695.743427,311878.436643,2396645.255587,"1",311859.640819,2396670.499507,62.945643,2.501577,HO
B,"6",,H,"7410","0",311907.654243,2396595.492163,311882.440675,2396647.929731,"0",311895.047459,2396621.710947,58.184384,2.693398,HO
B,"6",,H,"7411","1",311882.440675,2396647.929731,311854.027939,2396686.997219,"1",311868.234307,2396667.463475,48.306854,2.512796,HO
B,"6",,H,"7412","1",311854.027939,2396686.997219,311846.990019,2396696.084131,"1",311850.508979,2396691.540675,11.493663,2.482588,HO
B,"6",,H,"7413","1",311846.990019,2396696.084131,311844.977123,2396698.683107,"1",311845.983571,2396697.383619,3.287313,2.482598,HO
B,"6",,H,"7414","1",311844.977123,2396698.683107,311831.687139,2396720.109379,"1",311838.332131,2396709.396243,25.213266,2.586405,HO
B,"6",,H,"7839","1",310824.874178,2396965.006563,310853.28125,2397093.745219,"1",310839.077714,2397029.375891,131.835516,0.217177,HP
B,"6",,H,"7964","1",311870.754787,2397145.954435,311869.265379,2397208.622819,"1",311870.010083,2397177.288627,62.686081,3.117831,HP
B,"6",,H,"7965","1",311869.265379,2397208.622819,311868.463427,2397225.693379,"1",311868.864403,2397217.158099,17.089387,3.094649,HP
B,"6",,H,"7966","1",311868.463427,2397225.693379,311871.438723,2397224.701443,"1",311869.951075,2397225.197411,3.136291,1.892599,HV
B,"6",,H,"7967","0",311871.438723,2397224.701443,311911.876195,2397222.250787,"1",311891.657459,2397223.476115,40.511663,1.631326,HV
B,"6",,H,"7977","1",311867.546883,2397228.786691,311870.869347,2397228.099299,"1",311869.208115,2397228.442995,3.392827,1.77481,HV
B,"6",,H,"7978","0",311870.869347,2397228.099299,311916.696323,2397224.662275,"1",311893.782835,2397226.380787,45.955684,1.645656,HV
B,"6",,H,"7983","1",311753.733667,2397108.986531,311752.406275,2397116.253955,"1",311753.069971,2397112.620243,7.387653,2.960934,HP
B,"6",,H,"7984","1",311752.406275,2397116.253955,311739.220323,2397139.999619,"1",311745.813299,2397128.126787,27.16111,2.63469,HO
B,"6",,H,"7985","1",311739.220323,2397139.999619,311734.407875,2397156.499331,"1",311736.814099,2397148.249475,17.187209,2.857797,HP
B,"6",,H,"7986","1",311734.407875,2397156.499331,311735.686499,2397172.256899,"1",311735.047187,2397164.378115,15.809359,0.080966,HP
B,"6",,H,"7987","1",311735.686499,2397172.256899,311739.220323,2397193.500003,"1",311737.453411,2397182.878451,21.535027,0.164842,HP
B,"6",,H,"7988","1",311739.220323,2397193.500003,311738.092771,2397222.250787,"1",311738.656547,2397207.875395,28.772886,3.102395,HP
B,"6",,H,"7989","1",311738.092771,2397222.250787,311739.221475,2397233.005539,"1",311738.657123,2397227.628163,10.813818,0.104567,HP
B,"6",,H,"7990","1",311791.474339,2397234.115107,311865.496099,2397226.988227,"1",311828.485219,2397230.551667,74.36406,1.666781,HV
B,"6",,H,"7991","1",311760.772451,2397235.756259,311763.767011,2397236.132835,"1",311762.269731,2397235.944547,3.018145,1.4457,HV
B,"6",,H,"7992","1",311763.767011,2397236.132835,311766.623459,2397236.495331,"1",311765.195235,2397236.314083,2.879357,1.444567,HV
B,"6",,H,"7993","1",311766.623459,2397236.495331,311791.474339,2397234.115107,"1",311779.048899,2397235.305219,24.964609,1.666285,HV
B,"6",,H,"8127","1",311867.546883,2397228.786691,311866.172099,2397233.140291,"1",311866.859491,2397230.963491,4.565508,2.835722,HP
B,"6",,H,"8128","1",311866.172099,2397233.140291,311871.327619,2397341.750243,"1",311868.749859,2397287.445267,108.732245,0.047433,HP
B,"6",,H,"8129","1",311871.327619,2397341.750243,311873.046115,2397377.266115,"1",311872.186867,2397359.508179,35.557424,0.048349,HP
B,"6",,H,"8187","1",311872.593027,2397448.750787,311863.091587,2397233.003715,"1",311867.842307,2397340.877251,215.956191,0.044011,HP
B,"6",,H,"8188","1",311863.091587,2397233.003715,311865.496099,2397226.988227,"1",311864.293843,2397229.995971,6.478254,2.761328,HO
B,"6",,H,"8250","1",311708.310691,2397498.497316,311691.563587,2397456.753251,"1",311699.937139,2397477.625284,44.978133,0.381528,HO
B,"6",,H,"8267","1",311708.310691,2397498.497316,311728.564259,2397532.00586,"1",311718.437475,2397515.251588,39.153921,0.54367,HO
B,"6",,H,"8288","1",311665.342691,2397509.249732,311689.183395,2397555.9161,"1",311677.263043,2397532.582916,52.403522,0.47231,HO
B,"6",,H,"8300","1",311807.061571,2397587.994468,311872.689379,2397594.003492,"1",311839.875475,2397590.99898,65.902333,1.479489,HV
B,"6",,H,"8340","1",311750.000099,2397591.5009,311773.842115,2397634.2489,"1",311761.921107,2397612.8749,48.947249,0.508762,HO
B,"6",,H,"8352","1",311733.280323,2397584.254948,311699.937155,2397584.50234,"1",311716.608739,2397584.378644,33.344086,1.578216,HV
B,"6",,H,"8355","1",311773.842115,2397634.2489,311790.438179,2397668.994372,"1",311782.140147,2397651.621636,38.505547,0.445606,HO
B,"6",,H,"8356","1",311790.438179,2397668.994372,311872.593027,2397665.502244,"1",311831.515603,2397667.248308,82.229034,1.613277,HV
B,"6",,H,"8379","1",311678.501187,2397653.251044,311698.685859,2397698.74906,"1",311688.593523,2397676.000052,49.774395,0.417551,HO
B,"6",,H,"8381","0",311790.438179,2397668.994372,311799.939331,2397705.74762,"1",311795.188755,2397687.370996,37.961469,0.252974,HP
B,"6",,H,"8393","0",311698.685859,2397698.74906,311707.155779,2397723.746052,"0",311702.920819,2397711.247556,26.392975,0.326696,HP
B,"6",,H,"13423","0",310785.04397,2397581.395332,310834.939106,2397554.50026,"1",310809.991538,2397567.947796,56.68218,2.06518,HO
B,"6",,H,"13465","1",311727.722723,2397689.1169,311755.967683,2397679.747428,"1",311741.845203,2397684.432164,29.75844,1.891096,HV
B,"6",,H,"13466","1",311773.842115,2397634.2489,311840.809571,2397618.10458,"1",311807.325843,2397626.17674,68.885987,1.807359,HV
B,"6",,H,"13480","1",311640.593251,2397314.498339,311622.595939,2397323.510019,"1",311631.594595,2397319.004179,20.127434,2.035023,HO
B,"6",,H,"13482","1",311673.812611,2397298.492995,311640.593251,2397314.498339,"1",311657.202931,2397306.495667,36.874068,2.019784,HO
B,"6",,H,"13483","1",311666.417411,2397372.007971,311663.032835,2397326.996387,"1",311664.725123,2397349.502179,45.138654,0.075052,HP
B,"6",,H,"13484","1",311663.032835,2397326.996387,311674.843811,2397321.001699,"1",311668.938323,2397323.999043,13.245204,2.040468,HO
B,"6",,H,"13485","1",311674.843811,2397321.001699,311673.812611,2397298.492995,"1",311674.328211,2397309.747347,22.532313,0.045781,HP
B,"6",,H,"13486","1",311703.594659,2397279.504995,311701.188419,2397311.500547,"1",311702.391539,2397295.502771,32.085906,3.066529,HP
B,"6",,H,"7232","0",311696.032291,2396604.501091,311833.282499,2396634.997955,"0",311764.657395,2396619.749523,140.597576,1.352149,HV
B,"6",,H,"7233","0",311833.282499,2396634.997955,311840.500899,2396553.254723,"0",311836.891699,2396594.126339,82.061326,3.053515,HP
B,"6",,H,"7241","1",311833.282499,2396634.997955,311878.436643,2396645.255587,"1",311855.859571,2396640.126771,46.304597,1.347418,HV
B,"6",,H,"7408","1",311825.967747,2396719.751363,311840.844995,2396695.743427,"1",311833.406371,2396707.747395,28.243822,2.586828,HO
B,"6",,H,"7409","1",311840.844995,2396695.743427,311878.436643,2396645.255587,"1",311859.640819,2396670.499507,62.945643,2.501577,HO
B,"6",,H,"7410","0",311907.654243,2396595.492163,311882.440675,2396647.929731,"1",311895.047459,2396621.710947,58.184384,2.693398,HO
B,"6",,H,"7411","1",311882.440675,2396647.929731,311854.027939,2396686.997219,"1",311868.234307,2396667.463475,48.306854,2.512796,HO
B,"6",,H,"7412","1",311854.027939,2396686.997219,311846.990019,2396696.084131,"1",311850.508979,2396691.540675,11.493663,2.482588,HO
B,"6",,H,"7413","1",311846.990019,2396696.084131,311844.977123,2396698.683107,"1",311845.983571,2396697.383619,3.287313,2.482598,HO
B,"6",,H,"7414","1",311844.977123,2396698.683107,311831.687139,2396720.109379,"1",311838.332131,2396709.396243,25.213266,2.586405,HO
B,"6",,H,"7846","1",312186.388132,2397159.587971,312231.756804,2397145.725283,"1",312209.072468,2397152.656627,47.439335,1.867343,HV
B,"6",,H,"7847","1",312231.756804,2397145.725283,312262.57546,2397135.987075,"1",312247.166132,2397140.856179,32.320617,1.876852,HV
B,"6",,H,"7863","1",312133.687076,2397175.627395,312140.561156,2397173.565187,"1",312137.124116,2397174.596291,7.176746,1.862251,HV
B,"6",,H,"7864","1",312140.561156,2397173.565187,312186.388132,2397159.587971,"1",312163.474644,2397166.576579,47.911108,1.866834,HV
B,"6",,H,"7881","1",312093.703044,2397187.427843,312133.687076,2397175.627395,"1",312113.69506,2397181.527619,41.689008,1.857778,HV
B,"6",,H,"7933","1",311967.906468,2397215.252227,312001.249668,2397211.498371,"1",311984.578068,2397213.375299,33.553844,1.682907,HV
B,"6",,H,"7934","1",312001.249668,2397211.498371,312065.530084,2397192.496899,"1",312033.389876,2397201.997635,67.030052,1.858214,HV
B,"6",,H,"7935","1",312065.530084,2397192.496899,312132.41946,2397172.713187,"1",312098.974772,2397182.605043,69.753737,1.858366,HV
B,"6",,H,"7956","1",311918.758531,2397224.433155,311943.046851,2397222.141795,"1",311930.902691,2397223.287475,24.396164,1.664858,HV
B,"6",,H,"7957","1",311943.046851,2397222.141795,311970.084772,2397218.017347,"1",311956.565811,2397220.079571,27.35069,1.722172,HV
B,"6",,H,"7958","1",311970.084772,2397218.017347,311999.644068,2397215.502883,"1",311984.86442,2397216.760115,29.66605,1.655657,HV
B,"6",,H,"7959","1",311999.644068,2397215.502883,312019.921604,2397209.081123,"1",312009.782836,2397212.292003,21.270107,1.877497,HV
B,"6",,H,"7960","1",312019.921604,2397209.081123,312046.272132,2397201.405091,"1",312033.096868,2397205.243107,27.445797,1.854257,HV
B,"6",,H,"7964","1",311870.754787,2397145.954435,311869.265379,2397208.622819,"1",311870.010083,2397177.288627,62.686081,3.117831,HP
B,"6",,H,"7965","1",311869.265379,2397208.622819,311868.463427,2397225.693379,"1",311868.864403,2397217.158099,17.089387,3.094649,HP
B,"6",,H,"7966","1",311868.463427,2397225.693379,311871.438723,2397224.701443,"1",311869.951075,2397225.197411,3.136291,1.892599,HV
B,"6",,H,"7967","1",311871.438723,2397224.701443,311911.876195,2397222.250787,"1",311891.657459,2397223.476115,40.511663,1.631326,HV
B,"6",,H,"7968","1",311911.876195,2397222.250787,311945.343043,2397218.744355,"1",311928.609619,2397220.497571,33.650037,1.675189,HV
B,"6",,H,"7969","1",311945.343043,2397218.744355,311967.906468,2397215.252227,"1",311956.624756,2397216.998291,22.832063,1.724347,HV
B,"6",,H,"7977","1",311867.546883,2397228.786691,311870.869347,2397228.099299,"1",311869.208115,2397228.442995,3.392827,1.77481,HV
B,"6",,H,"7978","1",311870.869347,2397228.099299,311916.696323,2397224.662275,"1",311893.782835,2397226.380787,45.955684,1.645656,HV
B,"6",,H,"7979","1",311916.696323,2397224.662275,311918.758531,2397224.433155,"1",311917.727427,2397224.547715,2.074897,1.681447,HV
B,"6",,H,"7990","1",311791.474339,2397234.115107,311865.496099,2397226.988227,"1",311828.485219,2397230.551667,74.36406,1.666781,HV
B,"6",,H,"7993","0",311766.623459,2397236.495331,311791.474339,2397234.115107,"0",311779.048899,2397235.305219,24.964609,1.666285,HV
B,"6",,H,"8083","1",312046.272132,2397201.405091,312046.500164,2397203.248451,"1",312046.386148,2397202.326771,1.857411,0.123079,HP
B,"6",,H,"8084","1",312046.500164,2397203.248451,312059.686148,2397301.999427,"1",312053.093156,2397252.623939,99.627433,0.132742,HP
B,"6",,H,"8085","1",312059.686148,2397301.999427,312059.929828,2397308.636643,"1",312059.807988,2397305.318035,6.641688,0.036698,HP
B,"6",,H,"8086","1",312059.929828,2397308.636643,312060.017476,2397311.044355,"1",312059.973652,2397309.840499,2.409307,0.036387,HP
B,"6",,H,"8121","1",312332.467844,2397353.506371,312342.876548,2397370.253443,"1",312337.672196,2397361.879907,19.718153,0.556096,HO
B,"6",,H,"8127","1",311867.546883,2397228.786691,311866.172099,2397233.140291,"1",311866.859491,2397230.963491,4.565508,2.835722,HP
B,"6",,H,"8128","1",311866.172099,2397233.140291,311871.327619,2397341.750243,"1",311868.749859,2397287.445267,108.732245,0.047433,HP
B,"6",,H,"8129","1",311871.327619,2397341.750243,311873.046115,2397377.266115,"1",311872.186867,2397359.508179,35.557424,0.048349,HP
B,"6",,H,"8140","1",312060.017476,2397311.044355,312063.219748,2397398.495843,"1",312061.618612,2397354.770099,87.510098,0.036601,HP
B,"6",,H,"8178","1",312302.218372,2397375.244227,312306.46698,2397411.255331,"1",312304.342676,2397393.249779,36.260864,0.117438,HP
B,"6",,H,"8179","1",312306.46698,2397411.255331,312318.030628,2397440.253539,"1",312312.248804,2397425.754435,31.218809,0.379447,HO
B,"6",,H,"8187","1",311872.593027,2397448.750787,311863.091587,2397233.003715,"1",311867.842307,2397340.877251,215.956191,0.044011,HP
B,"6",,H,"8188","1",311863.091587,2397233.003715,311865.496099,2397226.988227,"1",311864.293843,2397229.995971,6.478254,2.761328,HO
B,"6",,H,"8189","1",311995.282308,2397448.750787,311995.282084,2397396.253443,"1",311995.282196,2397422.502115,52.497344,4e-06,HP
B,"6",,H,"8190","1",311995.282084,2397396.253443,312063.219748,2397398.495843,"1",312029.250916,2397397.374643,67.974661,1.537802,HV
B,"6",,H,"8300","1",311807.061571,2397587.994468,311872.689379,2397594.003492,"1",311839.875475,2397590.99898,65.902333,1.479489,HV
B,"6",,H,"8355","0",311773.842115,2397634.2489,311790.438179,2397668.994372,"0",311782.140147,2397651.621636,38.505547,0.445606,HO
B,"6",,H,"8356","1",311790.438179,2397668.994372,311872.593027,2397665.502244,"1",311831.515603,2397667.248308,82.229034,1.613277,HV
B,"6",,H,"8381","0",311790.438179,2397668.994372,311799.939331,2397705.74762,"1",311795.188755,2397687.370996,37.961469,0.252974,HP
B,"6",,H,"8397","1",312068.156036,2397463.257028,312069.65498,2397574.505124,"1",312068.905508,2397518.881076,111.258194,0.013473,HP
B,"6",,H,"8398","1",312069.65498,2397574.505124,312065.282372,2397675.49818,"1",312067.468676,2397625.001652,101.08767,3.098324,HP
B,"6",,H,"8399","0",312065.282372,2397675.49818,312063.811044,2397730.49722,"1",312064.546708,2397702.9977,55.018717,3.114847,HP
B,"6",,H,"13466","0",311773.842115,2397634.2489,311840.809571,2397618.10458,"1",311807.325843,2397626.17674,68.885987,1.807359,HV
B,"6",,H,"13478","1",312186.388132,2397159.587971,312186.967716,2397162.756003,"1",312186.677924,2397161.171987,3.220612,0.180947,HP
B,"6",,H,"13479","1",312186.967716,2397162.756003,312225.28458,2397350.229347,"1",312206.126148,2397256.492675,191.348992,0.201609,HP
B,"6",,H,"13497","1",312329.594212,2397271.255171,312358.468708,2397268.243491,"1",312344.03146,2397269.749331,29.031134,1.674723,HV
B,"6",,H,"13498","1",312358.468708,2397268.243491,312383.370468,2397261.233763,"1",312370.919588,2397264.738627,25.869556,1.845191,HV
B,"6",,H,"13499","1",312270.261572,2397177.608611,312276.313892,2397210.494499,"1",312273.287732,2397194.051555,33.438185,0.182003,HP
B,"6",,H,"13500","1",312276.313892,2397210.494499,312283.436164,2397253.504163,"1",312279.875028,2397231.999331,43.595389,0.164108,HP
B,"6",,H,"13501","1",312283.436164,2397253.504163,312285.84234,2397300.995555,"1",312284.639252,2397277.249859,47.552308,0.050622,HP
B,"6",,H,"13502","1",312205.308676,2397150.564579,312227.529828,2397143.752995,"1",312216.419252,2397147.158787,23.241714,1.868239,HV
B,"6",,H,"13503","1",312227.529828,2397143.752995,312294.189124,2397122.247939,"1",312260.859476,2397133.000467,70.042338,1.882866,HV
B,"6",,H,"13504","1",312132.41946,2397172.713187,312133.349348,2397172.439747,"1",312132.884404,2397172.576467,0.969258,1.856792,HV
B,"6",,H,"13505","1",312133.349348,2397172.439747,312150.063268,2397167.499331,"1",312141.706308,2397169.969539,17.428793,1.8582,HV
B,"6",,H,"13506","1",312150.063268,2397167.499331,312205.308676,2397150.564579,"1",312177.685972,2397159.031955,57.782704,1.868239,HV
B,"6",,H,"13508","1",312350.563108,2397214.890627,312358.468708,2397237.994051,"1",312354.515908,2397226.442339,24.418573,0.329694,HP
B,"6",,H,"7249","0",313254.653797,2396581.363715,313259.090629,2396655.009763,"1",313256.872213,2396618.186739,73.779576,0.060173,HP
B,"6",,H,"7250","1",313259.090629,2396655.009763,313378.124197,2396644.499107,"1",313318.607413,2396649.754435,119.496712,1.658868,HV
B,"6",,H,"7251","1",313378.124197,2396644.499107,313431.748325,2396643.000451,"1",313404.936261,2396643.749779,53.645066,1.598736,HV
B,"6",,H,"7478","1",313513.655749,2396843.994307,313588.000805,2396843.994307,"1",313550.828277,2396843.994307,74.345056,1.570796,HV
B,"6",,H,"7789","1",313671.750661,2397079.500675,313680.811717,2397091.256963,"1",313676.281189,2397085.378819,14.842946,0.656644,HO
B,"6",,H,"7799","1",313671.626981,2397107.000227,313673.001925,2397096.495171,"1",313672.314453,2397101.747699,10.594653,3.011448,HP
B,"6",,H,"7800","1",313673.001925,2397096.495171,313671.750661,2397088.507011,"1",313672.376293,2397092.501091,8.085565,0.155377,HP
B,"6",,H,"7801","1",313671.750661,2397088.507011,313662.593285,2397080.751939,"1",313667.171973,2397084.629475,11.999945,0.868124,HO
B,"6",,H,"7802","1",313662.593285,2397080.751939,313619.501573,2397041.496131,"1",313641.047429,2397061.124035,58.29163,0.831946,HO
B,"6",,H,"7868","1",313837.311589,2397181.248899,313788.279269,2397175.748547,"1",313812.795429,2397178.498723,49.339865,1.459085,HV
B,"6",,H,"7877","1",313869.153189,2397186.063971,313837.311589,2397181.248899,"1",313853.232389,2397183.656435,32.203609,1.420714,HV
B,"6",,H,"7891","1",313615.376645,2397175.006819,313658.688357,2397167.004387,"1",313637.032501,2397171.005603,44.044788,1.7535,HV
B,"6",,H,"7980","1",313667.406213,2397228.184323,313682.186661,2397230.995427,"1",313674.796437,2397229.589875,15.045396,1.38285,HV
B,"6",,H,"7981","1",313682.186661,2397230.995427,313700.512517,2397229.119139,"1",313691.349589,2397230.057283,18.421657,1.672826,HV
B,"6",,H,"7982","1",313700.512517,2397229.119139,313718.720389,2397227.258499,"1",313709.616453,2397228.188819,18.302693,1.672632,HV
B,"6",,H,"8055","1",313777.376421,2397285.004931,313823.658181,2397286.256195,"1",313800.517301,2397285.630563,46.298671,1.543767,HV
B,"6",,H,"8056","1",313823.658181,2397286.256195,313837.311589,2397181.248899,"1",313830.484885,2397233.752547,105.891207,3.012295,HP
B,"6",,H,"8057","1",313823.658181,2397286.256195,313845.437733,2397286.256195,"1",313834.547957,2397286.256195,21.779552,1.570796,HV
B,"6",,H,"8060","0",313861.716421,2397290.238083,313874.092229,2397244.003043,"1",313867.904325,2397267.120563,47.862716,2.880052,HP
B,"6",,H,"8095","1",313709.686181,2397332.001507,313718.720389,2397227.258499,"1",313714.203285,2397279.630003,105.131892,3.055554,HP
B,"6",,H,"8119","1",313770.501541,2397359.748419,313777.376421,2397285.004931,"1",313773.938981,2397322.376675,75.058997,3.049871,HP
B,"6",,H,"8294","1",313661.771749,2397500.77194,313682.063013,2397502.992324,"1",313671.917381,2397501.882132,20.412386,1.461804,HV
B,"6",,H,"8295","1",313682.063013,2397502.992324,313680.687973,2397572.251236,"1",313681.375493,2397537.62178,69.27256,3.121742,HP
B,"6",,H,"8323","1",313673.813125,2397614.50442,313680.687973,2397572.251236,"1",313677.250549,2397593.377828,42.80882,2.9803,HP
B,"6",,H,"8364","1",313658.812101,2397674.494276,313673.813125,2397614.50442,"1",313666.312613,2397644.499348,61.836992,2.896558,HP
B,"6",,H,"8401","0",313769.126533,2397734.498436,313770.501541,2397573.749924,"1",313769.814037,2397654.12418,160.754393,3.133039,HP
B,"6",,H,"8404","0",313658.812101,2397674.494276,313652.060901,2397712.746212,"1",313655.436501,2397693.620244,38.843137,2.966899,HP
B,"6",,H,"13534","1",313680.687973,2397572.251236,313709.524645,2397571.534052,"1",313695.106309,2397571.892644,28.845589,1.595662,HV
B,"6",,H,"13535","1",313788.279269,2397175.748547,313780.882341,2397249.872291,"1",313784.580805,2397212.810419,74.491905,3.04213,HP
B,"6",,H,"13536","1",313780.882341,2397249.872291,313777.376421,2397285.004931,"1",313779.129381,2397267.438611,35.307136,3.042131,HP
B,"6",,H,"13538","1",313595.810565,2397223.254659,313602.438053,2397252.005507,"1",313599.124309,2397237.630083,29.504828,0.226557,HP
B,"6",,H,"13539","1",313602.438053,2397252.005507,313603.551653,2397268.644995,"1",313602.994853,2397260.325251,16.67671,0.066825,HP
B,"6",,H,"13540","1",313636.812837,2397607.153764,313646.657349,2397607.753252,"1",313641.735093,2397607.453508,9.862748,1.509976,HV
B,"6",,H,"13541","1",313646.657349,2397607.753252,313673.813125,2397614.50442,"1",313660.235237,2397611.128836,27.982395,1.327127,HV
B,"6",,H,"13693","0",313125.155941,2396584.756611,313134.342213,2396629.747331,"1",313129.749077,2396607.251971,45.918977,0.201413,HP
B,"6",,H,"14618","1",313839.923173,2397373.891843,313839.937989,2397367.997539,"1",313839.930581,2397370.944691,5.894323,3.139079,HP
B,"6",,H,"14619","1",313839.937989,2397367.997539,313837.311589,2397321.496483,"1",313838.624789,2397344.747011,46.575167,0.05642,HP
B,"6",,H,"14620","1",313837.311589,2397321.496483,313838.178085,2397317.795555,"1",313837.744837,2397319.646019,3.801011,2.911606,HP
B,"6",,H,"7267","1",314062.532933,2396655.746275,314102.998374,2396669.001283,"1",314082.765653,2396662.373779,42.581066,1.254247,HV
B,"6",,H,"7307","1",314102.998374,2396669.001283,314143.533094,2396693.750979,"1",314123.265734,2396681.376131,47.493273,1.022634,HO
