field_1,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal
"5632","11","0",H,"14229",1,305922.985374,2392063.169278,305932.37987,2392065.231486,1,305927.682622,2392064.200382,9.618173,1.354711,HV,"0","0","0",
"5633","11","0",H,"14230",1,305932.37987,2392065.231486,305931.000574,2392099.003135,1,305931.690222,2392082.11731,33.799804,3.100774,HP,"0","0","0",
"5634","11","0",H,"14231",0,305931.000574,2392099.003135,305970.531198,2392093.750943,1,305950.765886,2392096.377039,39.878011,1.702887,HV,"0","0","0",
"5636","11","0",H,"14235",1,305913.24963,2392495.244127,305916.219454,2392578.003551,1,305914.734542,2392536.623839,82.812693,0.03587,HP,"0","0","0",
"5637","11","0",H,"14684",1,305716.875454,2392073.497566,305738.609414,2392141.749716,1,305727.742434,2392107.623641,71.629051,0.308284,HP,"0","0","0",
"5683","11","1",H,"1992",1,306004.905598,2392195.746719,306034.660798,2392202.786271,1,306019.783198,2392199.266495,30.57658,1.338485,HV,"0","1","0",
"5685","11","1",H,"2010",1,305958.280094,2392209.249119,305977.873534,2392209.496511,1,305968.076814,2392209.372815,19.595002,1.558171,HV,"0","0","0",
"5686","11","1",H,"2011",1,305977.873534,2392209.496511,305980.843518,2392177.748351,1,305979.358526,2392193.622431,31.886776,3.048316,HP,"0","0","0",
"5693","11","1",H,"2099",1,306060.68851,2392336.998207,306131.376062,2392338.744223,1,306096.032286,2392337.871215,70.709112,1.546101,HV,"0","0","0",
"5694","11","1",H,"2100",1,306131.376062,2392338.744223,306132.99843,2392308.494783,1,306132.187246,2392323.619503,30.292915,3.088011,HP,"0","0","0",
"5695","11","1",H,"2101",1,306132.99843,2392308.494783,306155.438174,2392308.494783,1,306144.218302,2392308.494783,22.439744,1.570796,HV,"0","1","0",
"5696","11","1",H,"2131",1,306275.607422,2392362.306943,306272.87491,2392339.995551,1,306274.241166,2392351.151247,22.478097,0.121865,HP,"1","1","0",
"5697","11","1",H,"2134",1,306216.171614,2392340.332447,306216.621726,2392340.766239,1,306216.39667,2392340.549343,0.625121,0.80386,HO,"0","1","0",
"5698","11","1",H,"2141",1,306135.968446,2392367.000255,306216.171614,2392340.332447,1,306176.07003,2392353.666351,84.520531,1.8918,HV,"0","0","0",
"5699","11","1",H,"2147",1,306060.68851,2392336.998207,306072.719518,2392374.755327,1,306066.704014,2392355.876767,39.627582,0.308471,HP,"0","0","0",
"5700","11","1",H,"2148",1,306072.719518,2392374.755327,306135.968446,2392367.000255,1,306104.343982,2392370.877791,63.722587,1.692799,HV,"0","0","0",
"5701","11","1",H,"2150",1,305970.40755,2392379.498751,305970.40755,2392344.753279,1,305970.40755,2392362.126015,34.745472,0,HP,"0","0","0",
"5702","11","1",H,"2151",1,305970.40755,2392344.753279,305979.344798,2392335.746879,1,305974.876174,2392340.250079,12.688169,2.360048,HO,"0","0","0",
"5703","11","1",H,"2164",1,306135.968446,2392367.000255,306132.87475,2392383.747359,1,306134.421598,2392375.373807,17.030456,2.958922,HP,"0","0","0",
"5704","11","1",H,"2165",1,306132.87475,2392383.747359,306122.438718,2392389.756383,1,306127.656734,2392386.751871,12.042389,2.093229,HO,"0","0","0",
"5705","11","1",H,"2166",1,306122.438718,2392389.756383,306119.345022,2392403.244415,1,306120.89187,2392396.500399,13.838279,2.916126,HP,"0","0","0",
"5706","11","1",H,"2176",1,306279.282334,2392343.254591,306281.936254,2392373.999071,1,306280.609294,2392358.626831,30.858813,0.086108,HP,"1","1","0",
"5707","11","1",H,"2193",1,305961.25011,2392438.004255,306012.564286,2392420.005855,1,305986.907198,2392429.005055,54.379105,1.908138,HV,"0","0","0",
"5708","11","1",H,"2194",1,306012.564286,2392420.005855,306075.716862,2392412.250783,1,306044.140574,2392416.128319,63.626952,1.692984,HV,"0","0","0",
"5709","11","1",H,"2195",1,306075.716862,2392412.250783,306072.719518,2392374.755327,1,306074.21819,2392393.503055,37.615067,0.079769,HP,"0","0","0",
"5710","11","1",H,"2209",1,306254.780158,2392373.256671,306270.055934,2392452.231487,1,306262.418046,2392412.744079,80.438616,0.191066,HP,"1","1","0",
"5715","11","1",H,"2224",1,306119.345022,2392403.244415,306149.92627,2392478.254175,1,306134.635646,2392440.749295,81.004178,0.387124,HO,"0","0","0",
"5717","11","1",H,"2256",1,306105.033054,2392488.672799,306149.92627,2392478.254175,1,306127.479662,2392483.463487,46.086317,1.798835,HV,"1","0","0",
"5720","11","1",H,"2263",1,305991.375902,2392486.252095,306017.033022,2392486.004735,1,306004.204462,2392486.128415,25.658312,1.580437,HV,"1","0","1",
"5721","11","1",H,"2270",1,306087.844158,2392493.498367,306105.842622,2392494.996767,1,306096.84339,2392494.247567,18.060728,1.487736,HV,"1","0","0",
"5722","11","1",H,"2271",1,306105.842622,2392494.996767,306123.937406,2392490.500703,1,306114.890014,2392492.748735,18.644994,1.814337,HV,"1","0","0",
"5723","11","1",H,"2322",1,306059.21715,2392544.743295,306090.717918,2392520.750207,1,306074.967534,2392532.746751,39.597559,2.221722,HO,"0","0","0",
